0.2	1.05	0
0.8	1.033333333	-5.76
1.4	1.033333333	-8.064
1.8	1.033333333	-10.368
2	1.05	-11.52
3.2	1.066666667	-13.824
4	1.05	-11.52
6	1.1	-17.28
8	1.133333333	-17.28
10	1.233333333	-28.8
13	1.4	-28.08
15	1.533333333	-38.88
17	1.633333333	-58.752
20	1.983050847	-63.36
21	2.066666667	-66.528
22	2.016666667	-44.352
23	1.852459016	-26.496
25	1.933333333	-36
27	2.125	-42.768
30	3	-64.8
35	2.828571429	-115.92
37	2.305555556	-133.2
40	1.777777778	-144
42	1.333333333	-157.248
45	1.063492063	-162
50	0.968253968	-165.6
55	0.666666667	-174.24
60	0.571428571	-181.44
65	0.4296875	-196.56
