,CH1,CH2,
Second,Volt,Volt,
-4.78491000E-01,2.00E+00,1.25E+00, 
-4.78418000E-01,2.03E+00,1.25E+00, 
-4.78345000E-01,2.03E+00,1.25E+00, 
-4.78271000E-01,2.03E+00,1.25E+00, 
-4.78198000E-01,2.00E+00,1.25E+00, 
-4.78125000E-01,2.00E+00,1.25E+00, 
-4.78052000E-01,2.00E+00,1.25E+00, 
-4.77979000E-01,2.00E+00,1.25E+00, 
-4.77905000E-01,2.03E+00,1.25E+00, 
-4.77832000E-01,2.03E+00,1.30E+00, 
-4.77759000E-01,2.00E+00,1.34E+00, 
-4.77686000E-01,2.03E+00,1.39E+00, 
-4.77612000E-01,2.00E+00,1.34E+00, 
-4.77539000E-01,2.00E+00,1.43E+00, 
-4.77466000E-01,2.00E+00,1.43E+00, 
-4.77393000E-01,2.00E+00,1.43E+00, 
-4.77319000E-01,2.00E+00,1.43E+00, 
-4.77246000E-01,2.03E+00,1.43E+00, 
-4.77173000E-01,2.05E+00,1.43E+00, 
-4.77100000E-01,2.00E+00,1.43E+00, 
-4.77026000E-01,2.00E+00,1.43E+00, 
-4.76953000E-01,2.00E+00,1.43E+00, 
-4.76880000E-01,2.03E+00,1.43E+00, 
-4.76807000E-01,2.00E+00,1.43E+00, 
-4.76733000E-01,2.00E+00,1.52E+00, 
-4.76660000E-01,2.00E+00,1.57E+00, 
-4.76587000E-01,2.00E+00,1.57E+00, 
-4.76514000E-01,2.00E+00,1.61E+00, 
-4.76440000E-01,2.00E+00,1.61E+00, 
-4.76367000E-01,2.03E+00,1.61E+00, 
-4.76294000E-01,2.00E+00,1.61E+00, 
-4.76221000E-01,2.00E+00,1.61E+00, 
-4.76147000E-01,2.05E+00,1.61E+00, 
-4.76074000E-01,2.00E+00,1.61E+00, 
-4.76001000E-01,2.03E+00,1.66E+00, 
-4.75928000E-01,2.00E+00,1.61E+00, 
-4.75855000E-01,2.00E+00,1.66E+00, 
-4.75781000E-01,2.03E+00,1.70E+00, 
-4.75708000E-01,2.03E+00,1.75E+00, 
-4.75635000E-01,2.00E+00,1.75E+00, 
-4.75562000E-01,2.00E+00,1.79E+00, 
-4.75488000E-01,2.05E+00,1.79E+00, 
-4.75415000E-01,2.05E+00,1.84E+00, 
-4.75342000E-01,2.00E+00,1.79E+00, 
-4.75269000E-01,2.00E+00,1.79E+00, 
-4.75195000E-01,2.00E+00,1.79E+00, 
-4.75122000E-01,2.03E+00,1.79E+00, 
-4.75049000E-01,2.00E+00,1.79E+00, 
-4.74976000E-01,2.03E+00,1.84E+00, 
-4.74902000E-01,2.00E+00,1.79E+00, 
-4.74829000E-01,2.00E+00,1.88E+00, 
-4.74756000E-01,2.00E+00,1.93E+00, 
-4.74683000E-01,2.03E+00,1.97E+00, 
-4.74609000E-01,2.00E+00,2.02E+00, 
-4.74536000E-01,2.03E+00,2.02E+00, 
-4.74463000E-01,2.03E+00,2.02E+00, 
-4.74390000E-01,2.03E+00,2.06E+00, 
-4.74316000E-01,2.00E+00,2.02E+00, 
-4.74243000E-01,2.00E+00,2.06E+00, 
-4.74170000E-01,2.00E+00,2.06E+00, 
-4.74097000E-01,2.00E+00,2.02E+00, 
-4.74023000E-01,2.00E+00,2.06E+00, 
-4.73950000E-01,2.03E+00,2.06E+00, 
-4.73877000E-01,2.03E+00,2.06E+00, 
-4.73804000E-01,2.00E+00,2.06E+00, 
-4.73731000E-01,2.00E+00,2.11E+00, 
-4.73657000E-01,2.03E+00,2.15E+00, 
-4.73584000E-01,2.00E+00,2.15E+00, 
-4.73511000E-01,2.00E+00,2.15E+00, 
-4.73438000E-01,2.03E+00,2.15E+00, 
-4.73364000E-01,2.00E+00,2.15E+00, 
-4.73291000E-01,2.03E+00,2.15E+00, 
-4.73218000E-01,2.03E+00,2.11E+00, 
-4.73145000E-01,2.03E+00,2.15E+00, 
-4.73071000E-01,2.00E+00,2.15E+00, 
-4.72998000E-01,2.00E+00,2.15E+00, 
-4.72925000E-01,2.00E+00,2.20E+00, 
-4.72852000E-01,2.00E+00,2.28E+00, 
-4.72778000E-01,2.03E+00,2.33E+00, 
-4.72705000E-01,2.00E+00,2.37E+00, 
-4.72632000E-01,2.00E+00,2.37E+00, 
-4.72559000E-01,2.03E+00,2.37E+00, 
-4.72485000E-01,2.00E+00,2.37E+00, 
-4.72412000E-01,2.00E+00,2.37E+00, 
-4.72339000E-01,2.00E+00,2.37E+00, 
-4.72266000E-01,2.03E+00,2.37E+00, 
-4.72192000E-01,2.03E+00,2.37E+00, 
-4.72119000E-01,2.00E+00,2.37E+00, 
-4.72046000E-01,2.00E+00,2.42E+00, 
-4.71973000E-01,2.00E+00,2.37E+00, 
-4.71899000E-01,2.00E+00,2.37E+00, 
-4.71826000E-01,2.03E+00,2.46E+00, 
-4.71753000E-01,2.00E+00,2.51E+00, 
-4.71680000E-01,2.03E+00,2.55E+00, 
-4.71606000E-01,2.00E+00,2.55E+00, 
-4.71533000E-01,2.00E+00,2.55E+00, 
-4.71460000E-01,2.00E+00,2.55E+00, 
-4.71387000E-01,2.03E+00,2.55E+00, 
-4.71313000E-01,2.03E+00,2.55E+00, 
-4.71240000E-01,2.00E+00,2.55E+00, 
-4.71167000E-01,2.00E+00,2.55E+00, 
-4.71094000E-01,2.00E+00,2.55E+00, 
-4.71021000E-01,2.03E+00,2.55E+00, 
-4.70947000E-01,2.00E+00,2.55E+00, 
-4.70874000E-01,2.03E+00,2.55E+00, 
-4.70801000E-01,2.00E+00,2.55E+00, 
-4.70728000E-01,2.00E+00,2.60E+00, 
-4.70654000E-01,2.00E+00,2.60E+00, 
-4.70581000E-01,2.00E+00,2.60E+00, 
-4.70508000E-01,2.03E+00,2.60E+00, 
-4.70435000E-01,2.03E+00,2.60E+00, 
-4.70361000E-01,2.00E+00,2.64E+00, 
-4.70288000E-01,2.00E+00,2.60E+00, 
-4.70215000E-01,2.00E+00,2.64E+00, 
-4.70142000E-01,2.03E+00,2.60E+00, 
-4.70068000E-01,2.03E+00,2.60E+00, 
-4.69995000E-01,2.03E+00,2.60E+00, 
-4.69922000E-01,2.00E+00,2.64E+00, 
-4.69849000E-01,2.00E+00,2.64E+00, 
-4.69775000E-01,2.03E+00,2.69E+00, 
-4.69702000E-01,2.00E+00,2.69E+00, 
-4.69629000E-01,2.00E+00,2.69E+00, 
-4.69556000E-01,2.00E+00,2.69E+00, 
-4.69482000E-01,2.03E+00,2.69E+00, 
-4.69409000E-01,2.00E+00,2.69E+00, 
-4.69336000E-01,2.00E+00,2.69E+00, 
-4.69263000E-01,2.00E+00,2.69E+00, 
-4.69189000E-01,2.03E+00,2.69E+00, 
-4.69116000E-01,2.03E+00,2.69E+00, 
-4.69043000E-01,2.00E+00,2.69E+00, 
-4.68970000E-01,2.00E+00,2.69E+00, 
-4.68897000E-01,2.00E+00,2.73E+00, 
-4.68823000E-01,2.03E+00,2.78E+00, 
-4.68750000E-01,2.03E+00,2.78E+00, 
-4.68677000E-01,2.03E+00,2.82E+00, 
-4.68604000E-01,2.03E+00,2.82E+00, 
-4.68530000E-01,2.00E+00,2.87E+00, 
-4.68457000E-01,2.00E+00,2.87E+00, 
-4.68384000E-01,2.00E+00,2.87E+00, 
-4.68311000E-01,2.00E+00,2.87E+00, 
-4.68237000E-01,1.98E+00,2.87E+00, 
-4.68164000E-01,2.00E+00,2.87E+00, 
-4.68091000E-01,2.05E+00,2.87E+00, 
-4.68018000E-01,2.00E+00,2.87E+00, 
-4.67944000E-01,2.03E+00,2.87E+00, 
-4.67871000E-01,2.00E+00,2.87E+00, 
-4.67798000E-01,2.00E+00,2.91E+00, 
-4.67725000E-01,2.03E+00,2.96E+00, 
-4.67651000E-01,2.00E+00,2.96E+00, 
-4.67578000E-01,2.03E+00,2.96E+00, 
-4.67505000E-01,2.03E+00,2.96E+00, 
-4.67432000E-01,2.03E+00,2.96E+00, 
-4.67358000E-01,2.00E+00,2.96E+00, 
-4.67285000E-01,2.03E+00,2.96E+00, 
-4.67212000E-01,2.03E+00,2.96E+00, 
-4.67139000E-01,2.00E+00,2.96E+00, 
-4.67065000E-01,2.03E+00,2.91E+00, 
-4.66992000E-01,2.00E+00,2.91E+00, 
-4.66919000E-01,2.03E+00,3.00E+00, 
-4.66846000E-01,2.03E+00,3.00E+00, 
-4.66772000E-01,2.03E+00,3.05E+00, 
-4.66699000E-01,2.03E+00,3.05E+00, 
-4.66626000E-01,2.00E+00,3.05E+00, 
-4.66553000E-01,2.00E+00,3.05E+00, 
-4.66480000E-01,2.00E+00,3.09E+00, 
-4.66406000E-01,2.00E+00,3.05E+00, 
-4.66333000E-01,2.00E+00,3.05E+00, 
-4.66260000E-01,2.03E+00,3.09E+00, 
-4.66187000E-01,2.00E+00,3.09E+00, 
-4.66113000E-01,2.00E+00,3.09E+00, 
-4.66040000E-01,2.03E+00,3.09E+00, 
-4.65967000E-01,2.00E+00,3.09E+00, 
-4.65894000E-01,2.03E+00,3.09E+00, 
-4.65820000E-01,2.00E+00,3.14E+00, 
-4.65747000E-01,2.03E+00,3.14E+00, 
-4.65674000E-01,2.03E+00,3.14E+00, 
-4.65601000E-01,2.03E+00,3.14E+00, 
-4.65527000E-01,2.03E+00,3.14E+00, 
-4.65454000E-01,2.00E+00,3.14E+00, 
-4.65381000E-01,2.03E+00,3.14E+00, 
-4.65308000E-01,2.03E+00,3.09E+00, 
-4.65234000E-01,2.00E+00,3.14E+00, 
-4.65161000E-01,2.03E+00,3.14E+00, 
-4.65088000E-01,2.03E+00,3.14E+00, 
-4.65015000E-01,2.03E+00,3.14E+00, 
-4.64941000E-01,2.00E+00,3.18E+00, 
-4.64868000E-01,2.00E+00,3.18E+00, 
-4.64795000E-01,2.03E+00,3.18E+00, 
-4.64722000E-01,2.00E+00,3.18E+00, 
-4.64648000E-01,2.00E+00,3.18E+00, 
-4.64575000E-01,2.03E+00,3.18E+00, 
-4.64502000E-01,2.00E+00,3.18E+00, 
-4.64429000E-01,2.03E+00,3.18E+00, 
-4.64355000E-01,2.00E+00,3.18E+00, 
-4.64282000E-01,2.00E+00,3.18E+00, 
-4.64209000E-01,2.00E+00,3.18E+00, 
-4.64136000E-01,2.00E+00,3.18E+00, 
-4.64063000E-01,2.00E+00,3.18E+00, 
-4.63989000E-01,2.00E+00,3.18E+00, 
-4.63916000E-01,2.00E+00,3.18E+00, 
-4.63843000E-01,2.03E+00,3.23E+00, 
-4.63770000E-01,2.03E+00,3.23E+00, 
-4.63696000E-01,2.03E+00,3.23E+00, 
-4.63623000E-01,2.00E+00,3.18E+00, 
-4.63550000E-01,2.00E+00,3.23E+00, 
-4.63477000E-01,2.03E+00,3.27E+00, 
-4.63403000E-01,2.00E+00,3.23E+00, 
-4.63330000E-01,2.00E+00,3.27E+00, 
-4.63257000E-01,2.03E+00,3.27E+00, 
-4.63184000E-01,2.00E+00,3.27E+00, 
-4.63110000E-01,2.00E+00,3.27E+00, 
-4.63037000E-01,2.00E+00,3.27E+00, 
-4.62964000E-01,2.00E+00,3.23E+00, 
-4.62891000E-01,2.00E+00,3.27E+00, 
-4.62817000E-01,2.03E+00,3.27E+00, 
-4.62744000E-01,2.03E+00,3.27E+00, 
-4.62671000E-01,2.03E+00,3.27E+00, 
-4.62598000E-01,2.03E+00,3.27E+00, 
-4.62524000E-01,2.00E+00,3.27E+00, 
-4.62451000E-01,2.03E+00,3.23E+00, 
-4.62378000E-01,2.00E+00,3.27E+00, 
-4.62305000E-01,2.00E+00,3.27E+00, 
-4.62231000E-01,2.03E+00,3.27E+00, 
-4.62158000E-01,2.03E+00,3.27E+00, 
-4.62085000E-01,2.00E+00,3.23E+00, 
-4.62012000E-01,2.00E+00,3.27E+00, 
-4.61939000E-01,2.00E+00,3.32E+00, 
-4.61865000E-01,2.00E+00,3.32E+00, 
-4.61792000E-01,2.03E+00,3.32E+00, 
-4.61719000E-01,2.00E+00,3.32E+00, 
-4.61646000E-01,2.03E+00,3.36E+00, 
-4.61572000E-01,2.03E+00,3.36E+00, 
-4.61499000E-01,2.00E+00,3.36E+00, 
-4.61426000E-01,2.00E+00,3.36E+00, 
-4.61353000E-01,2.03E+00,3.36E+00, 
-4.61279000E-01,2.03E+00,3.36E+00, 
-4.61206000E-01,2.03E+00,3.32E+00, 
-4.61133000E-01,2.05E+00,3.36E+00, 
-4.61060000E-01,2.00E+00,3.36E+00, 
-4.60986000E-01,2.00E+00,3.40E+00, 
-4.60913000E-01,2.00E+00,3.40E+00, 
-4.60840000E-01,2.00E+00,3.40E+00, 
-4.60767000E-01,2.03E+00,3.45E+00, 
-4.60693000E-01,2.00E+00,3.45E+00, 
-4.60620000E-01,2.00E+00,3.45E+00, 
-4.60547000E-01,2.03E+00,3.45E+00, 
-4.60474000E-01,2.03E+00,3.45E+00, 
-4.60400000E-01,2.03E+00,3.45E+00, 
-4.60327000E-01,2.03E+00,3.45E+00, 
-4.60254000E-01,2.00E+00,3.45E+00, 
-4.60181000E-01,2.00E+00,3.49E+00, 
-4.60107000E-01,2.00E+00,3.45E+00, 
-4.60034000E-01,2.03E+00,3.49E+00, 
-4.59961000E-01,2.00E+00,3.49E+00, 
-4.59888000E-01,2.03E+00,3.49E+00, 
-4.59814000E-01,2.03E+00,3.49E+00, 
-4.59741000E-01,2.00E+00,3.49E+00, 
-4.59668000E-01,2.00E+00,3.49E+00, 
-4.59595000E-01,2.05E+00,3.49E+00, 
-4.59522000E-01,2.00E+00,3.49E+00, 
-4.59448000E-01,2.03E+00,3.54E+00, 
-4.59375000E-01,2.00E+00,3.49E+00, 
-4.59302000E-01,2.00E+00,3.54E+00, 
-4.59229000E-01,2.00E+00,3.49E+00, 
-4.59155000E-01,2.00E+00,3.54E+00, 
-4.59082000E-01,2.00E+00,3.54E+00, 
-4.59009000E-01,2.05E+00,3.49E+00, 
-4.58936000E-01,2.00E+00,3.54E+00, 
-4.58862000E-01,2.00E+00,3.54E+00, 
-4.58789000E-01,2.00E+00,3.58E+00, 
-4.58716000E-01,2.00E+00,3.54E+00, 
-4.58643000E-01,2.00E+00,3.54E+00, 
-4.58569000E-01,2.00E+00,3.54E+00, 
-4.58496000E-01,2.00E+00,3.58E+00, 
-4.58423000E-01,2.03E+00,3.54E+00, 
-4.58350000E-01,2.00E+00,3.58E+00, 
-4.58276000E-01,2.00E+00,3.58E+00, 
-4.58203000E-01,2.00E+00,3.54E+00, 
-4.58130000E-01,2.00E+00,3.58E+00, 
-4.58057000E-01,2.00E+00,3.63E+00, 
-4.57983000E-01,2.00E+00,3.63E+00, 
-4.57910000E-01,2.03E+00,3.67E+00, 
-4.57837000E-01,2.00E+00,3.67E+00, 
-4.57764000E-01,2.00E+00,3.67E+00, 
-4.57690000E-01,2.00E+00,3.67E+00, 
-4.57617000E-01,2.03E+00,3.67E+00, 
-4.57544000E-01,2.03E+00,3.67E+00, 
-4.57471000E-01,2.00E+00,3.67E+00, 
-4.57397000E-01,2.05E+00,3.67E+00, 
-4.57324000E-01,2.00E+00,3.67E+00, 
-4.57251000E-01,2.00E+00,3.67E+00, 
-4.57178000E-01,2.00E+00,3.67E+00, 
-4.57105000E-01,2.03E+00,3.67E+00, 
-4.57031000E-01,2.00E+00,3.49E+00, 
-4.56958000E-01,2.05E+00,3.36E+00, 
-4.56885000E-01,2.00E+00,3.27E+00, 
-4.56812000E-01,2.00E+00,3.23E+00, 
-4.56738000E-01,2.00E+00,3.18E+00, 
-4.56665000E-01,2.00E+00,3.18E+00, 
-4.56592000E-01,2.03E+00,3.18E+00, 
-4.56519000E-01,2.03E+00,3.18E+00, 
-4.56445000E-01,2.00E+00,3.18E+00, 
-4.56372000E-01,2.00E+00,3.18E+00, 
-4.56299000E-01,2.03E+00,3.18E+00, 
-4.56226000E-01,2.00E+00,3.18E+00, 
-4.56152000E-01,2.00E+00,3.18E+00, 
-4.56079000E-01,2.03E+00,3.27E+00, 
-4.56006000E-01,2.00E+00,3.36E+00, 
-4.55933000E-01,2.00E+00,3.45E+00, 
-4.55859000E-01,2.03E+00,3.49E+00, 
-4.55786000E-01,2.03E+00,3.49E+00, 
-4.55713000E-01,2.00E+00,3.54E+00, 
-4.55640000E-01,2.00E+00,3.54E+00, 
-4.55566000E-01,2.03E+00,3.49E+00, 
-4.55493000E-01,2.03E+00,3.54E+00, 
-4.55420000E-01,2.03E+00,3.54E+00, 
-4.55347000E-01,2.00E+00,3.49E+00, 
-4.55273000E-01,2.00E+00,3.54E+00, 
-4.55200000E-01,2.03E+00,3.54E+00, 
-4.55127000E-01,2.00E+00,3.63E+00, 
-4.55054000E-01,2.00E+00,3.76E+00, 
-4.54980000E-01,2.00E+00,3.85E+00, 
-4.54907000E-01,2.03E+00,3.94E+00, 
-4.54834000E-01,2.00E+00,3.99E+00, 
-4.54761000E-01,2.00E+00,3.99E+00, 
-4.54688000E-01,2.03E+00,3.99E+00, 
-4.54614000E-01,2.03E+00,4.03E+00, 
-4.54541000E-01,2.00E+00,3.99E+00, 
-4.54468000E-01,2.00E+00,4.03E+00, 
-4.54395000E-01,2.00E+00,4.03E+00, 
-4.54321000E-01,2.00E+00,3.99E+00, 
-4.54248000E-01,2.00E+00,3.99E+00, 
-4.54175000E-01,2.03E+00,3.99E+00, 
-4.54102000E-01,2.03E+00,3.99E+00, 
-4.54028000E-01,2.00E+00,3.94E+00, 
-4.53955000E-01,2.00E+00,3.94E+00, 
-4.53882000E-01,2.03E+00,3.94E+00, 
-4.53809000E-01,2.05E+00,3.94E+00, 
-4.53735000E-01,2.00E+00,3.90E+00, 
-4.53662000E-01,2.00E+00,3.90E+00, 
-4.53589000E-01,2.00E+00,3.85E+00, 
-4.53516000E-01,2.00E+00,3.90E+00, 
-4.53442000E-01,2.03E+00,3.90E+00, 
-4.53369000E-01,2.00E+00,3.90E+00, 
-4.53296000E-01,2.00E+00,3.90E+00, 
-4.53223000E-01,2.00E+00,3.90E+00, 
-4.53149000E-01,2.03E+00,3.81E+00, 
-4.53076000E-01,2.00E+00,3.76E+00, 
-4.53003000E-01,2.00E+00,3.67E+00, 
-4.52930000E-01,2.03E+00,3.67E+00, 
-4.52856000E-01,2.00E+00,3.63E+00, 
-4.52783000E-01,2.00E+00,3.63E+00, 
-4.52710000E-01,2.05E+00,3.58E+00, 
-4.52637000E-01,2.03E+00,3.58E+00, 
-4.52563000E-01,2.00E+00,3.58E+00, 
-4.52490000E-01,2.03E+00,3.58E+00, 
-4.52417000E-01,2.03E+00,3.63E+00, 
-4.52344000E-01,2.00E+00,3.58E+00, 
-4.52271000E-01,2.00E+00,3.58E+00, 
-4.52197000E-01,2.03E+00,3.58E+00, 
-4.52124000E-01,2.00E+00,3.58E+00, 
-4.52051000E-01,2.03E+00,3.63E+00, 
-4.51978000E-01,2.05E+00,3.58E+00, 
-4.51904000E-01,2.03E+00,3.54E+00, 
-4.51831000E-01,2.00E+00,3.58E+00, 
-4.51758000E-01,2.03E+00,3.58E+00, 
-4.51685000E-01,2.00E+00,3.63E+00, 
-4.51611000E-01,2.00E+00,3.58E+00, 
-4.51538000E-01,2.00E+00,3.63E+00, 
-4.51465000E-01,2.00E+00,3.58E+00, 
-4.51392000E-01,2.00E+00,3.58E+00, 
-4.51318000E-01,2.03E+00,3.58E+00, 
-4.51245000E-01,2.03E+00,3.58E+00, 
-4.51172000E-01,2.03E+00,3.58E+00, 
-4.51099000E-01,2.00E+00,3.63E+00, 
-4.51025000E-01,2.03E+00,3.67E+00, 
-4.50952000E-01,2.00E+00,3.67E+00, 
-4.50879000E-01,2.03E+00,3.67E+00, 
-4.50806000E-01,2.03E+00,3.67E+00, 
-4.50732000E-01,2.00E+00,3.67E+00, 
-4.50659000E-01,2.00E+00,3.67E+00, 
-4.50586000E-01,2.00E+00,3.67E+00, 
-4.50513000E-01,2.03E+00,3.67E+00, 
-4.50439000E-01,2.03E+00,3.67E+00, 
-4.50366000E-01,2.00E+00,3.67E+00, 
-4.50293000E-01,2.03E+00,3.67E+00, 
-4.50220000E-01,2.03E+00,3.67E+00, 
-4.50146000E-01,2.00E+00,3.67E+00, 
-4.50073000E-01,2.00E+00,3.72E+00, 
-4.50000000E-01,2.03E+00,3.72E+00, 
-4.49927000E-01,2.00E+00,3.72E+00, 
-4.49854000E-01,2.03E+00,3.72E+00, 
-4.49780000E-01,2.00E+00,3.76E+00, 
-4.49707000E-01,2.00E+00,3.76E+00, 
-4.49634000E-01,2.00E+00,3.72E+00, 
-4.49561000E-01,2.03E+00,3.76E+00, 
-4.49487000E-01,2.03E+00,3.76E+00, 
-4.49414000E-01,2.00E+00,3.76E+00, 
-4.49341000E-01,2.00E+00,3.72E+00, 
-4.49268000E-01,2.03E+00,3.72E+00, 
-4.49194000E-01,2.00E+00,3.76E+00, 
-4.49121000E-01,2.00E+00,3.76E+00, 
-4.49048000E-01,2.00E+00,3.76E+00, 
-4.48975000E-01,2.03E+00,3.76E+00, 
-4.48901000E-01,2.03E+00,3.72E+00, 
-4.48828000E-01,2.03E+00,3.72E+00, 
-4.48755000E-01,2.00E+00,3.72E+00, 
-4.48682000E-01,2.00E+00,3.76E+00, 
-4.48608000E-01,2.03E+00,3.76E+00, 
-4.48535000E-01,2.05E+00,3.76E+00, 
-4.48462000E-01,2.00E+00,3.76E+00, 
-4.48389000E-01,2.00E+00,3.72E+00, 
-4.48315000E-01,2.00E+00,3.72E+00, 
-4.48242000E-01,2.00E+00,3.72E+00, 
-4.48169000E-01,2.03E+00,3.81E+00, 
-4.48096000E-01,2.00E+00,3.85E+00, 
-4.48022000E-01,2.05E+00,3.90E+00, 
-4.47949000E-01,2.03E+00,3.90E+00, 
-4.47876000E-01,2.03E+00,3.94E+00, 
-4.47803000E-01,2.03E+00,3.94E+00, 
-4.47730000E-01,2.03E+00,3.94E+00, 
-4.47656000E-01,2.03E+00,3.94E+00, 
-4.47583000E-01,2.03E+00,3.99E+00, 
-4.47510000E-01,2.03E+00,3.94E+00, 
-4.47437000E-01,2.00E+00,3.94E+00, 
-4.47363000E-01,2.03E+00,3.99E+00, 
-4.47290000E-01,2.03E+00,3.99E+00, 
-4.47217000E-01,2.03E+00,3.94E+00, 
-4.47144000E-01,2.00E+00,3.94E+00, 
-4.47070000E-01,2.03E+00,3.94E+00, 
-4.46997000E-01,2.03E+00,3.94E+00, 
-4.46924000E-01,2.03E+00,3.94E+00, 
-4.46851000E-01,2.03E+00,3.94E+00, 
-4.46777000E-01,2.03E+00,3.94E+00, 
-4.46704000E-01,2.00E+00,3.94E+00, 
-4.46631000E-01,2.03E+00,3.94E+00, 
-4.46558000E-01,2.00E+00,3.94E+00, 
-4.46484000E-01,2.00E+00,3.99E+00, 
-4.46411000E-01,2.00E+00,3.94E+00, 
-4.46338000E-01,2.00E+00,3.94E+00, 
-4.46265000E-01,2.03E+00,3.94E+00, 
-4.46191000E-01,2.03E+00,3.85E+00, 
-4.46118000E-01,2.03E+00,3.81E+00, 
-4.46045000E-01,2.05E+00,3.81E+00, 
-4.45972000E-01,2.00E+00,3.76E+00, 
-4.45898000E-01,2.00E+00,3.76E+00, 
-4.45825000E-01,2.00E+00,3.76E+00, 
-4.45752000E-01,2.03E+00,3.72E+00, 
-4.45679000E-01,2.03E+00,3.76E+00, 
-4.45605000E-01,2.03E+00,3.72E+00, 
-4.45532000E-01,2.00E+00,3.76E+00, 
-4.45459000E-01,2.03E+00,3.72E+00, 
-4.45386000E-01,2.00E+00,3.72E+00, 
-4.45313000E-01,2.00E+00,3.72E+00, 
-4.45239000E-01,2.00E+00,3.72E+00, 
-4.45166000E-01,2.00E+00,3.72E+00, 
-4.45093000E-01,2.00E+00,3.76E+00, 
-4.45020000E-01,2.03E+00,3.76E+00, 
-4.44946000E-01,2.03E+00,3.76E+00, 
-4.44873000E-01,2.00E+00,3.76E+00, 
-4.44800000E-01,2.00E+00,3.76E+00, 
-4.44727000E-01,2.00E+00,3.76E+00, 
-4.44653000E-01,2.00E+00,3.76E+00, 
-4.44580000E-01,2.00E+00,3.76E+00, 
-4.44507000E-01,2.03E+00,3.76E+00, 
-4.44434000E-01,2.00E+00,3.76E+00, 
-4.44360000E-01,2.00E+00,3.76E+00, 
-4.44287000E-01,2.00E+00,3.76E+00, 
-4.44214000E-01,2.03E+00,3.81E+00, 
-4.44141000E-01,2.00E+00,3.81E+00, 
-4.44067000E-01,2.00E+00,3.81E+00, 
-4.43994000E-01,2.00E+00,3.85E+00, 
-4.43921000E-01,2.00E+00,3.85E+00, 
-4.43848000E-01,2.00E+00,3.85E+00, 
-4.43774000E-01,2.03E+00,3.85E+00, 
-4.43701000E-01,2.00E+00,3.85E+00, 
-4.43628000E-01,2.00E+00,3.85E+00, 
-4.43555000E-01,2.00E+00,3.85E+00, 
-4.43481000E-01,2.00E+00,3.85E+00, 
-4.43408000E-01,2.03E+00,3.85E+00, 
-4.43335000E-01,2.03E+00,3.85E+00, 
-4.43262000E-01,2.00E+00,3.85E+00, 
-4.43188000E-01,2.00E+00,3.90E+00, 
-4.43115000E-01,2.03E+00,3.90E+00, 
-4.43042000E-01,2.00E+00,3.90E+00, 
-4.42969000E-01,2.03E+00,3.90E+00, 
-4.42896000E-01,2.03E+00,3.94E+00, 
-4.42822000E-01,2.00E+00,3.90E+00, 
-4.42749000E-01,2.05E+00,3.90E+00, 
-4.42676000E-01,2.00E+00,3.94E+00, 
-4.42603000E-01,2.03E+00,3.94E+00, 
-4.42529000E-01,2.00E+00,3.94E+00, 
-4.42456000E-01,2.00E+00,3.90E+00, 
-4.42383000E-01,2.00E+00,3.90E+00, 
-4.42310000E-01,2.00E+00,3.94E+00, 
-4.42236000E-01,2.00E+00,3.90E+00, 
-4.42163000E-01,2.03E+00,3.85E+00, 
-4.42090000E-01,2.00E+00,3.85E+00, 
-4.42017000E-01,2.00E+00,3.85E+00, 
-4.41943000E-01,2.00E+00,3.81E+00, 
-4.41870000E-01,2.03E+00,3.81E+00, 
-4.41797000E-01,2.00E+00,3.85E+00, 
-4.41724000E-01,2.00E+00,3.85E+00, 
-4.41650000E-01,2.03E+00,3.85E+00, 
-4.41577000E-01,2.03E+00,3.85E+00, 
-4.41504000E-01,2.00E+00,3.81E+00, 
-4.41431000E-01,2.00E+00,3.81E+00, 
-4.41357000E-01,2.00E+00,3.81E+00, 
-4.41284000E-01,2.00E+00,3.81E+00, 
-4.41211000E-01,2.00E+00,3.81E+00, 
-4.41138000E-01,2.00E+00,3.81E+00, 
-4.41064000E-01,2.00E+00,3.81E+00, 
-4.40991000E-01,2.00E+00,3.85E+00, 
-4.40918000E-01,2.00E+00,3.81E+00, 
-4.40845000E-01,2.03E+00,3.81E+00, 
-4.40772000E-01,2.00E+00,3.81E+00, 
-4.40698000E-01,2.00E+00,3.81E+00, 
-4.40625000E-01,2.00E+00,3.81E+00, 
-4.40552000E-01,2.03E+00,3.85E+00, 
-4.40479000E-01,2.00E+00,3.81E+00, 
-4.40405000E-01,2.03E+00,3.81E+00, 
-4.40332000E-01,2.00E+00,3.85E+00, 
-4.40259000E-01,2.00E+00,3.81E+00, 
-4.40186000E-01,2.00E+00,3.85E+00, 
-4.40112000E-01,2.00E+00,3.90E+00, 
-4.40039000E-01,2.03E+00,3.85E+00, 
-4.39966000E-01,2.00E+00,3.85E+00, 
-4.39893000E-01,2.00E+00,3.85E+00, 
-4.39819000E-01,2.05E+00,3.90E+00, 
-4.39746000E-01,2.03E+00,3.90E+00, 
-4.39673000E-01,2.03E+00,3.85E+00, 
-4.39600000E-01,2.00E+00,3.90E+00, 
-4.39526000E-01,2.00E+00,3.90E+00, 
-4.39453000E-01,2.03E+00,3.90E+00, 
-4.39380000E-01,2.00E+00,3.90E+00, 
-4.39307000E-01,2.00E+00,3.90E+00, 
-4.39233000E-01,2.03E+00,3.94E+00, 
