,CH1,CH2,
Second,Volt,Volt,
-3.14868000E-01,2.03E+00,4.03E+00, 
-3.14795000E-01,2.00E+00,3.99E+00, 
-3.14722000E-01,2.00E+00,3.99E+00, 
-3.14648000E-01,2.00E+00,3.99E+00, 
-3.14575000E-01,2.00E+00,3.99E+00, 
-3.14502000E-01,2.00E+00,3.99E+00, 
-3.14429000E-01,2.03E+00,3.99E+00, 
-3.14355000E-01,2.00E+00,3.99E+00, 
-3.14282000E-01,2.00E+00,3.99E+00, 
-3.14209000E-01,2.00E+00,3.99E+00, 
-3.14136000E-01,2.03E+00,3.99E+00, 
-3.14063000E-01,2.00E+00,3.99E+00, 
-3.13989000E-01,2.03E+00,3.99E+00, 
-3.13916000E-01,2.00E+00,3.99E+00, 
-3.13843000E-01,2.00E+00,3.99E+00, 
-3.13770000E-01,2.00E+00,3.99E+00, 
-3.13696000E-01,2.00E+00,3.99E+00, 
-3.13623000E-01,2.00E+00,3.99E+00, 
-3.13550000E-01,2.03E+00,3.99E+00, 
-3.13477000E-01,2.00E+00,3.99E+00, 
-3.13403000E-01,2.00E+00,3.99E+00, 
-3.13330000E-01,2.00E+00,3.99E+00, 
-3.13257000E-01,2.03E+00,3.99E+00, 
-3.13184000E-01,2.00E+00,3.99E+00, 
-3.13110000E-01,2.00E+00,3.99E+00, 
-3.13037000E-01,2.00E+00,4.03E+00, 
-3.12964000E-01,2.00E+00,4.08E+00, 
-3.12891000E-01,2.03E+00,4.12E+00, 
-3.12817000E-01,2.00E+00,4.12E+00, 
-3.12744000E-01,2.00E+00,4.12E+00, 
-3.12671000E-01,2.00E+00,4.12E+00, 
-3.12598000E-01,2.00E+00,4.12E+00, 
-3.12524000E-01,2.00E+00,4.12E+00, 
-3.12451000E-01,2.03E+00,4.12E+00, 
-3.12378000E-01,2.03E+00,4.12E+00, 
-3.12305000E-01,2.03E+00,4.12E+00, 
-3.12231000E-01,2.00E+00,4.12E+00, 
-3.12158000E-01,2.03E+00,4.12E+00, 
-3.12085000E-01,2.00E+00,4.12E+00, 
-3.12012000E-01,2.00E+00,4.17E+00, 
-3.11938000E-01,2.00E+00,4.21E+00, 
-3.11865000E-01,2.00E+00,4.21E+00, 
-3.11792000E-01,2.03E+00,4.21E+00, 
-3.11719000E-01,2.00E+00,4.21E+00, 
-3.11646000E-01,2.03E+00,4.21E+00, 
-3.11572000E-01,2.00E+00,4.26E+00, 
-3.11499000E-01,2.00E+00,4.21E+00, 
-3.11426000E-01,2.03E+00,4.26E+00, 
-3.11353000E-01,2.00E+00,4.26E+00, 
-3.11279000E-01,2.03E+00,4.26E+00, 
-3.11206000E-01,2.00E+00,4.26E+00, 
-3.11133000E-01,2.00E+00,4.21E+00, 
-3.11060000E-01,2.03E+00,4.08E+00, 
-3.10986000E-01,2.00E+00,3.99E+00, 
-3.10913000E-01,2.00E+00,3.94E+00, 
-3.10840000E-01,2.03E+00,3.94E+00, 
-3.10767000E-01,2.00E+00,3.90E+00, 
-3.10693000E-01,2.00E+00,3.90E+00, 
-3.10620000E-01,2.00E+00,3.85E+00, 
-3.10547000E-01,2.00E+00,3.90E+00, 
-3.10474000E-01,2.03E+00,3.85E+00, 
-3.10400000E-01,2.00E+00,3.85E+00, 
-3.10327000E-01,2.03E+00,3.90E+00, 
-3.10254000E-01,2.00E+00,3.85E+00, 
-3.10181000E-01,2.00E+00,3.85E+00, 
-3.10107000E-01,2.00E+00,3.81E+00, 
-3.10034000E-01,2.03E+00,3.81E+00, 
-3.09961000E-01,2.00E+00,3.76E+00, 
-3.09888000E-01,2.00E+00,3.76E+00, 
-3.09814000E-01,2.03E+00,3.72E+00, 
-3.09741000E-01,2.03E+00,3.72E+00, 
-3.09668000E-01,2.00E+00,3.72E+00, 
-3.09595000E-01,2.03E+00,3.72E+00, 
-3.09521000E-01,2.00E+00,3.72E+00, 
-3.09448000E-01,2.00E+00,3.67E+00, 
-3.09375000E-01,2.00E+00,3.72E+00, 
-3.09302000E-01,2.00E+00,3.72E+00, 
-3.09229000E-01,2.03E+00,3.67E+00, 
-3.09155000E-01,2.00E+00,3.72E+00, 
-3.09082000E-01,2.00E+00,3.76E+00, 
-3.09009000E-01,2.00E+00,3.81E+00, 
-3.08936000E-01,2.00E+00,3.81E+00, 
-3.08862000E-01,2.03E+00,3.81E+00, 
-3.08789000E-01,2.00E+00,3.85E+00, 
-3.08716000E-01,2.00E+00,3.81E+00, 
-3.08643000E-01,2.03E+00,3.85E+00, 
-3.08569000E-01,2.00E+00,3.85E+00, 
-3.08496000E-01,2.00E+00,3.85E+00, 
-3.08423000E-01,2.03E+00,3.85E+00, 
-3.08350000E-01,2.00E+00,3.85E+00, 
-3.08276000E-01,2.00E+00,3.85E+00, 
-3.08203000E-01,2.00E+00,3.85E+00, 
-3.08130000E-01,2.00E+00,3.94E+00, 
-3.08057000E-01,2.03E+00,3.99E+00, 
-3.07983000E-01,2.00E+00,3.99E+00, 
-3.07910000E-01,2.03E+00,4.03E+00, 
-3.07837000E-01,2.00E+00,4.03E+00, 
-3.07764000E-01,2.00E+00,4.03E+00, 
-3.07690000E-01,2.00E+00,4.12E+00, 
-3.07617000E-01,2.00E+00,4.03E+00, 
-3.07544000E-01,2.03E+00,4.08E+00, 
-3.07471000E-01,2.00E+00,4.08E+00, 
-3.07397000E-01,2.03E+00,4.08E+00, 
-3.07324000E-01,2.03E+00,4.08E+00, 
-3.07251000E-01,2.00E+00,4.08E+00, 
-3.07178000E-01,2.00E+00,4.12E+00, 
-3.07104000E-01,2.00E+00,4.12E+00, 
-3.07031000E-01,2.00E+00,4.12E+00, 
-3.06958000E-01,2.00E+00,4.12E+00, 
-3.06885000E-01,2.00E+00,4.12E+00, 
-3.06812000E-01,2.00E+00,4.17E+00, 
-3.06738000E-01,2.03E+00,4.17E+00, 
-3.06665000E-01,2.00E+00,4.17E+00, 
-3.06592000E-01,2.03E+00,4.17E+00, 
-3.06519000E-01,2.03E+00,4.12E+00, 
-3.06445000E-01,2.03E+00,4.17E+00, 
-3.06372000E-01,2.00E+00,4.17E+00, 
-3.06299000E-01,2.03E+00,4.17E+00, 
-3.06226000E-01,2.00E+00,4.17E+00, 
-3.06152000E-01,2.03E+00,4.21E+00, 
-3.06079000E-01,2.03E+00,4.26E+00, 
-3.06006000E-01,2.00E+00,4.30E+00, 
-3.05933000E-01,2.00E+00,4.30E+00, 
-3.05859000E-01,2.03E+00,4.35E+00, 
-3.05786000E-01,2.00E+00,4.30E+00, 
-3.05713000E-01,2.00E+00,4.35E+00, 
-3.05640000E-01,2.00E+00,4.30E+00, 
-3.05566000E-01,2.00E+00,4.35E+00, 
-3.05493000E-01,2.03E+00,4.30E+00, 
-3.05420000E-01,2.00E+00,4.35E+00, 
-3.05347000E-01,2.00E+00,4.35E+00, 
-3.05273000E-01,2.00E+00,4.30E+00, 
-3.05200000E-01,2.00E+00,4.30E+00, 
-3.05127000E-01,2.00E+00,4.17E+00, 
-3.05054000E-01,2.00E+00,4.12E+00, 
-3.04980000E-01,2.00E+00,4.08E+00, 
-3.04907000E-01,2.05E+00,4.03E+00, 
-3.04834000E-01,2.00E+00,3.99E+00, 
-3.04761000E-01,2.00E+00,3.99E+00, 
-3.04688000E-01,2.00E+00,3.99E+00, 
-3.04614000E-01,2.00E+00,3.99E+00, 
-3.04541000E-01,2.03E+00,3.99E+00, 
-3.04468000E-01,2.00E+00,3.99E+00, 
-3.04395000E-01,2.00E+00,3.99E+00, 
-3.04321000E-01,2.03E+00,3.99E+00, 
-3.04248000E-01,2.03E+00,3.99E+00, 
-3.04175000E-01,2.00E+00,3.99E+00, 
-3.04102000E-01,2.03E+00,3.94E+00, 
-3.04028000E-01,2.00E+00,3.94E+00, 
-3.03955000E-01,2.00E+00,3.90E+00, 
-3.03882000E-01,2.00E+00,3.85E+00, 
-3.03809000E-01,2.00E+00,3.90E+00, 
-3.03735000E-01,2.00E+00,3.90E+00, 
-3.03662000E-01,2.03E+00,3.90E+00, 
-3.03589000E-01,2.00E+00,3.90E+00, 
-3.03516000E-01,2.00E+00,3.90E+00, 
-3.03442000E-01,2.03E+00,3.85E+00, 
-3.03369000E-01,2.00E+00,3.85E+00, 
-3.03296000E-01,2.03E+00,3.90E+00, 
-3.03223000E-01,2.00E+00,3.90E+00, 
-3.03149000E-01,2.00E+00,3.94E+00, 
-3.03076000E-01,2.00E+00,3.99E+00, 
-3.03003000E-01,2.00E+00,3.99E+00, 
-3.02930000E-01,2.00E+00,3.99E+00, 
-3.02856000E-01,2.05E+00,4.03E+00, 
-3.02783000E-01,2.00E+00,4.03E+00, 
-3.02710000E-01,2.00E+00,3.99E+00, 
-3.02637000E-01,2.00E+00,3.99E+00, 
-3.02563000E-01,2.00E+00,4.03E+00, 
-3.02490000E-01,2.03E+00,4.03E+00, 
-3.02417000E-01,2.03E+00,4.03E+00, 
-3.02344000E-01,2.00E+00,4.03E+00, 
-3.02271000E-01,2.00E+00,4.03E+00, 
-3.02197000E-01,2.00E+00,4.08E+00, 
-3.02124000E-01,2.00E+00,4.08E+00, 
-3.02051000E-01,2.00E+00,4.08E+00, 
-3.01978000E-01,2.03E+00,4.12E+00, 
-3.01904000E-01,2.00E+00,4.12E+00, 
-3.01831000E-01,2.00E+00,4.12E+00, 
-3.01758000E-01,2.00E+00,4.12E+00, 
-3.01685000E-01,2.00E+00,4.08E+00, 
-3.01611000E-01,2.03E+00,4.12E+00, 
-3.01538000E-01,2.03E+00,4.12E+00, 
-3.01465000E-01,2.03E+00,4.12E+00, 
-3.01392000E-01,2.00E+00,4.12E+00, 
-3.01318000E-01,2.00E+00,4.08E+00, 
-3.01245000E-01,2.00E+00,4.12E+00, 
-3.01172000E-01,2.00E+00,4.03E+00, 
-3.01099000E-01,2.00E+00,4.03E+00, 
-3.01025000E-01,2.00E+00,3.99E+00, 
-3.00952000E-01,2.00E+00,3.99E+00, 
-3.00879000E-01,2.03E+00,3.99E+00, 
-3.00806000E-01,2.00E+00,3.99E+00, 
-3.00732000E-01,2.00E+00,3.99E+00, 
-3.00659000E-01,2.03E+00,3.99E+00, 
-3.00586000E-01,2.00E+00,3.99E+00, 
-3.00513000E-01,2.00E+00,3.99E+00, 
-3.00439000E-01,2.00E+00,3.99E+00, 
-3.00366000E-01,2.03E+00,3.99E+00, 
-3.00293000E-01,2.00E+00,3.99E+00, 
-3.00220000E-01,2.03E+00,3.99E+00, 
-3.00146000E-01,2.03E+00,3.99E+00, 
-3.00073000E-01,2.03E+00,3.94E+00, 
-3.00000000E-01,2.00E+00,3.90E+00, 
-2.99927000E-01,2.03E+00,3.94E+00, 
-2.99854000E-01,2.00E+00,3.94E+00, 
-2.99780000E-01,2.00E+00,3.94E+00, 
-2.99707000E-01,2.00E+00,3.94E+00, 
-2.99634000E-01,2.00E+00,3.94E+00, 
-2.99561000E-01,2.03E+00,3.94E+00, 
-2.99487000E-01,2.03E+00,3.94E+00, 
-2.99414000E-01,2.00E+00,3.90E+00, 
-2.99341000E-01,2.00E+00,3.94E+00, 
-2.99268000E-01,2.03E+00,3.94E+00, 
-2.99194000E-01,2.00E+00,3.99E+00, 
-2.99121000E-01,2.00E+00,3.99E+00, 
-2.99048000E-01,2.00E+00,3.99E+00, 
-2.98975000E-01,2.03E+00,3.99E+00, 
-2.98901000E-01,2.00E+00,3.99E+00, 
-2.98828000E-01,2.03E+00,3.99E+00, 
-2.98755000E-01,2.00E+00,3.99E+00, 
-2.98682000E-01,2.00E+00,3.99E+00, 
-2.98608000E-01,2.03E+00,3.99E+00, 
-2.98535000E-01,2.00E+00,3.99E+00, 
-2.98462000E-01,2.03E+00,3.99E+00, 
-2.98389000E-01,2.00E+00,3.99E+00, 
-2.98315000E-01,2.00E+00,3.99E+00, 
-2.98242000E-01,2.00E+00,3.99E+00, 
-2.98169000E-01,2.00E+00,3.99E+00, 
-2.98096000E-01,2.00E+00,3.99E+00, 
-2.98022000E-01,2.00E+00,4.03E+00, 
-2.97949000E-01,2.00E+00,3.99E+00, 
-2.97876000E-01,2.03E+00,3.99E+00, 
-2.97803000E-01,2.00E+00,3.99E+00, 
-2.97729000E-01,2.03E+00,3.99E+00, 
-2.97656000E-01,2.03E+00,4.03E+00, 
-2.97583000E-01,2.00E+00,3.99E+00, 
-2.97510000E-01,2.00E+00,4.03E+00, 
-2.97437000E-01,2.03E+00,3.99E+00, 
-2.97363000E-01,2.00E+00,4.03E+00, 
-2.97290000E-01,2.00E+00,3.99E+00, 
-2.97217000E-01,2.00E+00,3.99E+00, 
-2.97144000E-01,2.00E+00,3.99E+00, 
-2.97070000E-01,2.03E+00,3.94E+00, 
-2.96997000E-01,2.03E+00,3.94E+00, 
-2.96924000E-01,2.00E+00,3.94E+00, 
-2.96851000E-01,2.00E+00,3.90E+00, 
-2.96777000E-01,2.03E+00,3.90E+00, 
-2.96704000E-01,2.00E+00,3.90E+00, 
-2.96631000E-01,2.03E+00,3.94E+00, 
-2.96558000E-01,2.03E+00,3.94E+00, 
-2.96484000E-01,2.03E+00,3.94E+00, 
-2.96411000E-01,2.03E+00,3.94E+00, 
-2.96338000E-01,2.00E+00,3.90E+00, 
-2.96265000E-01,2.03E+00,3.94E+00, 
-2.96191000E-01,2.00E+00,3.99E+00, 
-2.96118000E-01,2.03E+00,3.99E+00, 
-2.96045000E-01,2.03E+00,3.99E+00, 
-2.95972000E-01,2.00E+00,3.99E+00, 
-2.95898000E-01,2.00E+00,3.99E+00, 
-2.95825000E-01,2.00E+00,3.99E+00, 
-2.95752000E-01,2.00E+00,3.99E+00, 
-2.95679000E-01,2.00E+00,3.99E+00, 
-2.95605000E-01,2.03E+00,3.99E+00, 
-2.95532000E-01,2.00E+00,3.99E+00, 
-2.95459000E-01,2.00E+00,3.99E+00, 
-2.95386000E-01,2.00E+00,3.99E+00, 
-2.95313000E-01,2.00E+00,4.03E+00, 
-2.95239000E-01,2.00E+00,4.03E+00, 
-2.95166000E-01,2.00E+00,4.03E+00, 
-2.95093000E-01,2.00E+00,4.08E+00, 
-2.95020000E-01,2.00E+00,4.08E+00, 
-2.94946000E-01,2.00E+00,4.12E+00, 
-2.94873000E-01,2.00E+00,4.12E+00, 
-2.94800000E-01,2.00E+00,4.12E+00, 
-2.94727000E-01,2.03E+00,4.12E+00, 
-2.94653000E-01,2.00E+00,4.12E+00, 
-2.94580000E-01,2.03E+00,4.12E+00, 
-2.94507000E-01,2.03E+00,4.12E+00, 
-2.94434000E-01,2.00E+00,4.12E+00, 
-2.94360000E-01,2.00E+00,4.12E+00, 
-2.94287000E-01,2.00E+00,4.08E+00, 
-2.94214000E-01,2.00E+00,4.08E+00, 
-2.94141000E-01,2.03E+00,4.08E+00, 
-2.94067000E-01,2.03E+00,4.08E+00, 
-2.93994000E-01,2.00E+00,4.08E+00, 
-2.93921000E-01,2.03E+00,4.08E+00, 
-2.93848000E-01,2.03E+00,4.08E+00, 
-2.93774000E-01,2.03E+00,4.08E+00, 
-2.93701000E-01,2.00E+00,4.08E+00, 
-2.93628000E-01,2.00E+00,4.08E+00, 
-2.93555000E-01,2.00E+00,4.08E+00, 
-2.93481000E-01,2.03E+00,4.08E+00, 
-2.93408000E-01,2.00E+00,4.08E+00, 
-2.93335000E-01,2.03E+00,4.08E+00, 
-2.93262000E-01,2.03E+00,4.08E+00, 
-2.93188000E-01,2.03E+00,4.08E+00, 
-2.93115000E-01,2.03E+00,4.03E+00, 
-2.93042000E-01,2.00E+00,4.08E+00, 
-2.92969000E-01,2.00E+00,4.03E+00, 
-2.92896000E-01,2.03E+00,4.03E+00, 
-2.92822000E-01,2.03E+00,4.08E+00, 
-2.92749000E-01,2.00E+00,4.03E+00, 
-2.92676000E-01,2.00E+00,4.08E+00, 
-2.92603000E-01,2.03E+00,4.03E+00, 
-2.92529000E-01,2.00E+00,4.08E+00, 
-2.92456000E-01,2.03E+00,4.03E+00, 
-2.92383000E-01,2.00E+00,4.08E+00, 
-2.92310000E-01,2.00E+00,4.08E+00, 
-2.92236000E-01,2.00E+00,4.08E+00, 
-2.92163000E-01,2.03E+00,4.12E+00, 
-2.92090000E-01,2.00E+00,4.08E+00, 
-2.92017000E-01,2.00E+00,4.08E+00, 
-2.91943000E-01,2.00E+00,4.12E+00, 
-2.91870000E-01,2.00E+00,4.12E+00, 
-2.91797000E-01,2.00E+00,4.12E+00, 
-2.91724000E-01,2.00E+00,4.08E+00, 
-2.91650000E-01,2.03E+00,4.12E+00, 
-2.91577000E-01,2.03E+00,4.12E+00, 
-2.91504000E-01,2.03E+00,4.08E+00, 
-2.91431000E-01,2.03E+00,4.12E+00, 
-2.91357000E-01,2.00E+00,4.12E+00, 
-2.91284000E-01,2.00E+00,4.12E+00, 
-2.91211000E-01,2.00E+00,4.08E+00, 
-2.91138000E-01,2.03E+00,4.08E+00, 
-2.91064000E-01,2.00E+00,4.08E+00, 
-2.90991000E-01,2.00E+00,4.08E+00, 
-2.90918000E-01,2.00E+00,4.08E+00, 
-2.90845000E-01,2.00E+00,4.08E+00, 
-2.90771000E-01,2.00E+00,4.08E+00, 
-2.90698000E-01,2.03E+00,4.08E+00, 
-2.90625000E-01,2.00E+00,4.03E+00, 
-2.90552000E-01,2.00E+00,4.08E+00, 
-2.90479000E-01,2.00E+00,4.08E+00, 
-2.90405000E-01,2.00E+00,4.08E+00, 
-2.90332000E-01,2.03E+00,4.08E+00, 
-2.90259000E-01,2.03E+00,4.08E+00, 
-2.90186000E-01,2.00E+00,4.03E+00, 
-2.90112000E-01,2.03E+00,4.03E+00, 
-2.90039000E-01,2.00E+00,4.03E+00, 
-2.89966000E-01,2.00E+00,3.99E+00, 
-2.89893000E-01,2.00E+00,4.03E+00, 
-2.89819000E-01,2.00E+00,4.03E+00, 
-2.89746000E-01,2.00E+00,4.03E+00, 
-2.89673000E-01,2.00E+00,4.08E+00, 
-2.89600000E-01,2.00E+00,4.03E+00, 
-2.89526000E-01,2.00E+00,4.03E+00, 
-2.89453000E-01,2.00E+00,3.99E+00, 
-2.89380000E-01,2.03E+00,4.03E+00, 
-2.89307000E-01,2.00E+00,4.03E+00, 
-2.89233000E-01,2.00E+00,4.08E+00, 
-2.89160000E-01,2.00E+00,4.08E+00, 
-2.89087000E-01,2.00E+00,4.08E+00, 
-2.89014000E-01,2.00E+00,4.08E+00, 
-2.88940000E-01,2.03E+00,4.08E+00, 
-2.88867000E-01,2.03E+00,4.08E+00, 
-2.88794000E-01,2.03E+00,4.08E+00, 
-2.88721000E-01,2.03E+00,4.08E+00, 
-2.88647000E-01,2.03E+00,4.08E+00, 
-2.88574000E-01,2.00E+00,4.08E+00, 
-2.88501000E-01,2.00E+00,4.03E+00, 
-2.88428000E-01,2.03E+00,4.08E+00, 
-2.88355000E-01,2.03E+00,4.08E+00, 
-2.88281000E-01,2.00E+00,4.08E+00, 
-2.88208000E-01,2.00E+00,4.08E+00, 
-2.88135000E-01,2.00E+00,4.08E+00, 
-2.88062000E-01,2.00E+00,4.08E+00, 
-2.87988000E-01,2.00E+00,4.08E+00, 
-2.87915000E-01,2.00E+00,4.08E+00, 
-2.87842000E-01,2.00E+00,4.08E+00, 
-2.87769000E-01,2.03E+00,4.08E+00, 
-2.87695000E-01,2.00E+00,4.08E+00, 
-2.87622000E-01,2.00E+00,4.08E+00, 
-2.87549000E-01,2.00E+00,4.08E+00, 
-2.87476000E-01,2.03E+00,4.08E+00, 
-2.87402000E-01,2.00E+00,4.08E+00, 
-2.87329000E-01,2.03E+00,4.08E+00, 
-2.87256000E-01,2.00E+00,3.99E+00, 
-2.87183000E-01,2.00E+00,4.03E+00, 
-2.87109000E-01,2.03E+00,4.03E+00, 
-2.87036000E-01,2.00E+00,4.03E+00, 
-2.86963000E-01,2.00E+00,4.03E+00, 
-2.86890000E-01,2.00E+00,3.99E+00, 
-2.86816000E-01,2.03E+00,4.03E+00, 
-2.86743000E-01,2.00E+00,4.03E+00, 
-2.86670000E-01,2.00E+00,3.99E+00, 
-2.86597000E-01,2.03E+00,4.03E+00, 
-2.86523000E-01,2.00E+00,4.03E+00, 
-2.86450000E-01,2.00E+00,3.99E+00, 
-2.86377000E-01,2.00E+00,3.99E+00, 
-2.86304000E-01,2.00E+00,3.99E+00, 
-2.86230000E-01,2.00E+00,3.99E+00, 
-2.86157000E-01,2.00E+00,3.94E+00, 
-2.86084000E-01,2.00E+00,3.94E+00, 
-2.86011000E-01,2.03E+00,3.99E+00, 
-2.85938000E-01,2.00E+00,3.99E+00, 
-2.85864000E-01,2.03E+00,3.99E+00, 
-2.85791000E-01,2.03E+00,3.99E+00, 
-2.85718000E-01,2.03E+00,3.99E+00, 
-2.85645000E-01,2.03E+00,3.99E+00, 
-2.85571000E-01,2.00E+00,3.94E+00, 
-2.85498000E-01,2.00E+00,3.94E+00, 
-2.85425000E-01,2.00E+00,3.99E+00, 
-2.85352000E-01,2.00E+00,3.99E+00, 
-2.85278000E-01,2.03E+00,3.99E+00, 
-2.85205000E-01,2.00E+00,3.99E+00, 
-2.85132000E-01,2.00E+00,3.99E+00, 
-2.85059000E-01,2.03E+00,3.99E+00, 
-2.84985000E-01,2.00E+00,3.99E+00, 
-2.84912000E-01,2.03E+00,3.99E+00, 
-2.84839000E-01,2.00E+00,3.99E+00, 
-2.84766000E-01,2.00E+00,3.99E+00, 
-2.84692000E-01,2.00E+00,3.99E+00, 
-2.84619000E-01,2.00E+00,3.99E+00, 
-2.84546000E-01,2.03E+00,3.99E+00, 
-2.84473000E-01,2.03E+00,4.08E+00, 
-2.84399000E-01,2.00E+00,4.17E+00, 
-2.84326000E-01,2.03E+00,4.21E+00, 
-2.84253000E-01,2.00E+00,4.26E+00, 
-2.84180000E-01,2.03E+00,4.30E+00, 
-2.84106000E-01,2.00E+00,4.30E+00, 
-2.84033000E-01,2.00E+00,4.30E+00, 
-2.83960000E-01,2.03E+00,4.30E+00, 
-2.83887000E-01,2.00E+00,4.30E+00, 
-2.83813000E-01,2.03E+00,4.30E+00, 
-2.83740000E-01,2.00E+00,4.30E+00, 
-2.83667000E-01,2.03E+00,4.30E+00, 
-2.83594000E-01,2.00E+00,4.30E+00, 
-2.83521000E-01,2.00E+00,4.30E+00, 
-2.83447000E-01,2.00E+00,4.26E+00, 
-2.83374000E-01,2.00E+00,4.12E+00, 
-2.83301000E-01,2.00E+00,4.12E+00, 
-2.83228000E-01,2.00E+00,4.12E+00, 
-2.83154000E-01,2.00E+00,4.08E+00, 
-2.83081000E-01,2.00E+00,4.08E+00, 
-2.83008000E-01,2.03E+00,4.08E+00, 
-2.82935000E-01,2.00E+00,4.08E+00, 
-2.82861000E-01,2.03E+00,4.08E+00, 
-2.82788000E-01,2.03E+00,4.08E+00, 
-2.82715000E-01,2.00E+00,4.03E+00, 
-2.82642000E-01,2.03E+00,4.08E+00, 
-2.82568000E-01,2.00E+00,4.08E+00, 
-2.82495000E-01,2.00E+00,3.99E+00, 
-2.82422000E-01,2.00E+00,3.94E+00, 
-2.82349000E-01,2.00E+00,3.90E+00, 
-2.82275000E-01,2.00E+00,3.85E+00, 
-2.82202000E-01,2.03E+00,3.81E+00, 
-2.82129000E-01,2.00E+00,3.81E+00, 
-2.82056000E-01,2.00E+00,3.81E+00, 
-2.81982000E-01,2.03E+00,3.81E+00, 
-2.81909000E-01,2.00E+00,3.81E+00, 
-2.81836000E-01,2.03E+00,3.81E+00, 
-2.81763000E-01,2.03E+00,3.81E+00, 
-2.81689000E-01,2.00E+00,3.81E+00, 
-2.81616000E-01,2.00E+00,3.81E+00, 
-2.81543000E-01,2.00E+00,3.81E+00, 
-2.81470000E-01,2.03E+00,3.76E+00, 
-2.81397000E-01,2.00E+00,3.72E+00, 
-2.81323000E-01,2.03E+00,3.72E+00, 
-2.81250000E-01,2.03E+00,3.72E+00, 
-2.81177000E-01,2.00E+00,3.72E+00, 
-2.81104000E-01,2.00E+00,3.67E+00, 
-2.81030000E-01,2.00E+00,3.67E+00, 
-2.80957000E-01,2.00E+00,3.67E+00, 
-2.80884000E-01,2.00E+00,3.67E+00, 
-2.80811000E-01,2.00E+00,3.67E+00, 
-2.80737000E-01,2.03E+00,3.67E+00, 
-2.80664000E-01,2.00E+00,3.67E+00, 
-2.80591000E-01,2.00E+00,3.67E+00, 
-2.80518000E-01,2.03E+00,3.76E+00, 
-2.80444000E-01,2.03E+00,3.81E+00, 
-2.80371000E-01,2.00E+00,3.85E+00, 
-2.80298000E-01,2.03E+00,3.90E+00, 
-2.80225000E-01,2.03E+00,3.94E+00, 
-2.80151000E-01,2.00E+00,3.94E+00, 
-2.80078000E-01,2.03E+00,3.94E+00, 
-2.80005000E-01,2.03E+00,3.94E+00, 
-2.79932000E-01,2.00E+00,3.94E+00, 
-2.79858000E-01,2.00E+00,3.99E+00, 
-2.79785000E-01,2.00E+00,3.99E+00, 
-2.79712000E-01,2.00E+00,3.94E+00, 
-2.79639000E-01,2.00E+00,3.94E+00, 
-2.79565000E-01,2.00E+00,3.99E+00, 
-2.79492000E-01,2.03E+00,4.03E+00, 
-2.79419000E-01,2.00E+00,4.03E+00, 
-2.79346000E-01,2.05E+00,4.03E+00, 
-2.79272000E-01,2.00E+00,4.03E+00, 
-2.79199000E-01,2.00E+00,4.08E+00, 
-2.79126000E-01,2.03E+00,4.08E+00, 
-2.79053000E-01,2.03E+00,4.08E+00, 
-2.78980000E-01,2.00E+00,4.08E+00, 
-2.78906000E-01,2.03E+00,4.08E+00, 
-2.78833000E-01,2.03E+00,4.08E+00, 
-2.78760000E-01,2.00E+00,4.08E+00, 
-2.78687000E-01,2.00E+00,4.08E+00, 
-2.78613000E-01,2.00E+00,4.12E+00, 
-2.78540000E-01,2.00E+00,4.17E+00, 
-2.78467000E-01,2.00E+00,4.26E+00, 
-2.78394000E-01,2.00E+00,4.30E+00, 
-2.78320000E-01,2.03E+00,4.35E+00, 
-2.78247000E-01,2.00E+00,4.35E+00, 
-2.78174000E-01,2.00E+00,4.39E+00, 
-2.78101000E-01,2.03E+00,4.39E+00, 
-2.78027000E-01,2.00E+00,4.39E+00, 
-2.77954000E-01,2.00E+00,4.39E+00, 
-2.77881000E-01,2.00E+00,4.39E+00, 
-2.77808000E-01,2.03E+00,4.39E+00, 
-2.77734000E-01,2.00E+00,4.39E+00, 
-2.77661000E-01,2.00E+00,4.39E+00, 
-2.77588000E-01,2.03E+00,4.35E+00, 
-2.77515000E-01,2.00E+00,4.30E+00, 
-2.77441000E-01,2.03E+00,4.30E+00, 
-2.77368000E-01,2.03E+00,4.30E+00, 
-2.77295000E-01,2.03E+00,4.30E+00, 
-2.77222000E-01,2.03E+00,4.26E+00, 
-2.77148000E-01,2.00E+00,4.26E+00, 
-2.77075000E-01,2.00E+00,4.30E+00, 
-2.77002000E-01,2.03E+00,4.26E+00, 
-2.76929000E-01,2.00E+00,4.26E+00, 
-2.76855000E-01,2.00E+00,4.26E+00, 
-2.76782000E-01,2.03E+00,4.26E+00, 
-2.76709000E-01,2.00E+00,4.26E+00, 
-2.76636000E-01,2.03E+00,4.26E+00, 
-2.76563000E-01,2.03E+00,4.12E+00, 
-2.76489000E-01,2.00E+00,3.99E+00, 
-2.76416000E-01,2.00E+00,3.94E+00, 
-2.76343000E-01,2.00E+00,3.90E+00, 
-2.76270000E-01,2.00E+00,3.81E+00, 
-2.76196000E-01,2.00E+00,3.81E+00, 
-2.76123000E-01,2.03E+00,3.81E+00, 
-2.76050000E-01,2.03E+00,3.81E+00, 
-2.75977000E-01,2.03E+00,3.81E+00, 
-2.75903000E-01,2.00E+00,3.81E+00, 
-2.75830000E-01,2.00E+00,3.81E+00, 
-2.75757000E-01,2.00E+00,3.81E+00, 
-2.75684000E-01,2.00E+00,3.81E+00, 
-2.75610000E-01,2.00E+00,3.81E+00, 
