3	2.222222222	2
5	2.285714286	3
8	2.285714286	11
14	2.367346939	10
23	2.612244898	16
38	2.979591837	16
64	3.469387755	16
106	3.795918367	15
177	4	6
295	4.04040404	6
400	4.12244898	2
500	4.12244898	3
