3000	0.104	82
2800	0.108	84
2500	0.122	86
2000	0.148	86
1800	0.164	78
1500	0.208	75
1300	0.24	73
1000	0.288	72
800	0.336	69
500	0.488	57
400	0.576	58
300	0.672	42
250	0.736	42
200	0.8	34
150	0.864	25
100	0.928	20
80	0.952	17
60	0.96	12
30	0.992	4
25	0.992	5
20	0.992	5
10	0.992	1
8	0.992	0
5	1	0
3	1	0
