0.001	0
10	0
10.116	0
10.233	0
10.351	0
10.471	0
10.593	0
10.715	0
10.839	0
10.965	0
11.092	0
11.22	0
11.35	0
11.482	0
11.614	0
11.749	0
11.885	0
12.023	0
12.162	0
12.303	0
12.445	0
12.589	0
12.735	0
12.882	0
13.032	0
13.183	0
13.335	0
13.49	0
13.646	0
13.804	0
13.964	0
14.125	0
14.289	0
14.454	0
14.622	0
14.791	0
14.962	0
15.136	0
15.311	0
15.488	0
15.668	0
15.849	0
16.032	0
16.218	0
16.406	0
16.596	0
16.788	0
16.982	0
17.179	0
17.378	0
17.579	0
17.783	0
17.989	0
18.197	0
18.408	0
18.621	0
18.836	0
19.055	0
19.275	0
19.498	0
19.724	0
19.953	0
20.184	0
20.417	0
20.654	0
20.893	0
21.135	0
21.38	0
21.627	0
21.878	0
22.131	0
22.387	0
22.646	0
22.909	0
23.174	0
23.442	0
23.714	0
23.988	0
24.266	0
24.547	0
24.831	0
25.119	0
25.41	0
25.704	0
26.002	0
26.303	0
26.607	0
26.915	0
27.227	0
27.542	0
27.861	0
28.184	0
28.51	0
28.84	0
29.174	0
29.512	0
29.854	0
30.2	0
30.549	0
30.903	0
31.261	0
31.623	0
31.989	0
32.359	0
32.734	0
33.113	0
33.497	0
33.884	0
34.277	0
34.674	0
35.075	0
35.481	0
35.892	0
36.308	0
36.728	0
37.154	0
37.584	0
38.019	0
38.459	0
38.905	0
39.355	0
39.811	0
40.272	0
40.738	0
41.21	0
41.687	0
42.17	0
42.658	0
43.152	0
43.652	0
44.157	0
44.668	0
45.186	0
45.709	0
46.238	0
46.774	0
47.315	0
47.863	0
48.417	0
48.978	0
49.545	0
50.119	0
50.699	0
51.286	0
51.88	0
52.481	0
53.088	0
53.703	0
54.325	0
54.954	0
55.59	0
56.234	0
56.885	0
57.544	0
58.21	0
58.884	0
59.566	0
60.256	0
60.954	0
61.66	0
62.373	0
63.096	0
63.826	0
64.565	0
65.313	0
66.069	0
66.834	0
67.608	0
68.391	0
69.183	0
69.984	0
70.795	0
71.614	0
72.444	0
73.282	0
74.131	0
74.989	0
75.858	0
76.736	0
77.625	0
78.524	0
79.433	0
80.353	0
81.283	0
82.224	0
83.176	0
84.14	0
85.114	0
86.099	0
87.096	0
88.105	0
89.125	0
90.157	0
91.201	0
92.257	0
93.325	0
94.406	0
95.499	0
96.605	0
97.724	0
98.855	0
100	0
101.158	0
102.329	0
103.514	0
104.713	-0.001
105.925	-0.001
107.152	-0.001
108.393	-0.001
109.648	-0.001
110.917	-0.001
112.202	-0.001
113.501	-0.001
114.815	-0.001
116.145	-0.001
117.49	-0.001
118.85	-0.001
120.226	-0.001
121.619	-0.001
123.027	-0.001
124.451	-0.001
125.893	-0.001
127.35	-0.001
128.825	-0.001
130.317	-0.001
131.826	-0.001
133.352	-0.001
134.896	-0.001
136.458	-0.002
138.038	-0.002
139.637	-0.002
141.254	-0.002
142.889	-0.002
144.544	-0.002
146.218	-0.002
147.911	-0.002
149.624	-0.002
151.356	-0.002
153.109	-0.002
154.882	-0.002
156.675	-0.003
158.489	-0.003
160.325	-0.003
162.181	-0.003
164.059	-0.003
165.959	-0.003
167.88	-0.003
169.824	-0.004
171.791	-0.004
173.78	-0.004
175.792	-0.004
177.828	-0.004
179.887	-0.005
181.97	-0.005
184.077	-0.005
186.209	-0.005
188.365	-0.005
190.546	-0.006
192.752	-0.006
194.984	-0.006
197.242	-0.007
199.526	-0.007
201.837	-0.007
204.174	-0.008
206.538	-0.008
208.93	-0.008
211.349	-0.009
213.796	-0.009
216.272	-0.009
218.776	-0.01
221.309	-0.01
223.872	-0.011
226.464	-0.011
229.087	-0.012
231.739	-0.012
234.423	-0.013
237.137	-0.014
239.883	-0.014
242.661	-0.015
245.471	-0.016
248.313	-0.016
251.189	-0.017
254.097	-0.018
257.04	-0.019
260.016	-0.02
263.027	-0.021
266.073	-0.022
269.153	-0.023
272.27	-0.024
275.423	-0.025
278.612	-0.026
281.838	-0.027
285.102	-0.029
288.403	-0.03
291.743	-0.031
295.121	-0.033
298.538	-0.034
301.995	-0.036
305.492	-0.038
309.03	-0.039
312.608	-0.041
316.228	-0.043
319.89	-0.045
323.594	-0.047
327.341	-0.05
331.131	-0.052
334.965	-0.054
338.844	-0.057
342.768	-0.06
346.737	-0.062
350.752	-0.065
354.813	-0.068
358.922	-0.071
363.078	-0.075
367.282	-0.078
371.535	-0.082
375.837	-0.086
380.189	-0.09
384.592	-0.094
389.045	-0.098
393.55	-0.103
398.107	-0.108
402.717	-0.113
407.38	-0.118
412.098	-0.123
416.869	-0.129
421.697	-0.135
426.58	-0.141
431.519	-0.148
436.516	-0.155
441.57	-0.162
446.684	-0.17
451.856	-0.177
457.088	-0.186
462.381	-0.194
467.735	-0.203
473.151	-0.212
478.63	-0.222
484.172	-0.232
489.779	-0.243
495.45	-0.254
501.187	-0.266
506.991	-0.278
512.861	-0.29
518.8	-0.304
524.807	-0.318
530.884	-0.332
537.032	-0.347
543.25	-0.363
549.541	-0.379
555.904	-0.396
562.341	-0.414
568.853	-0.432
575.44	-0.452
582.103	-0.472
588.844	-0.493
595.662	-0.515
602.56	-0.538
609.537	-0.562
616.595	-0.586
623.735	-0.612
630.957	-0.639
638.263	-0.667
645.654	-0.696
653.131	-0.726
660.693	-0.757
668.344	-0.79
676.083	-0.824
683.912	-0.859
691.831	-0.896
699.842	-0.934
707.946	-0.973
716.143	-1.014
724.436	-1.056
732.825	-1.1
741.31	-1.146
749.894	-1.193
758.578	-1.242
767.361	-1.293
776.247	-1.345
785.236	-1.399
794.328	-1.455
803.526	-1.513
812.831	-1.573
822.243	-1.635
831.764	-1.699
841.395	-1.764
851.138	-1.832
860.994	-1.902
870.964	-1.974
881.049	-2.048
891.251	-2.124
901.571	-2.203
912.011	-2.283
922.571	-2.366
933.254	-2.452
944.061	-2.539
954.993	-2.629
966.051	-2.721
977.237	-2.815
988.553	-2.911
1000	-3.01
1011.579	-3.111
1023.293	-3.215
1035.142	-3.321
